text,sentiment
chintanbpanchal vits ZomatoIN Zomato deepigoyal use this  zomatogoldcheater to protest,0
Alexithymic I totally upset with Zomato gold terms and conditions  I dont agree to them you can change them after we buy them  I,0
krthik Zomato gold usage policy just got updated If a table has only two gold members then only one of them can redeem What is,2
"kewlioharsh Suddenly feeling cheated by zomato gold Pathetic strategy , never expected  Zomato ZomatoIN   zomatogold",0
Zomato the new Zomato gold policy is unfair There were certain conditions laid out at the start of the year basis,0
chintanbpanchal akshaykawale Zomato ZomatoIN deepigoyal zomatogoldcheater lets use this  to protest,0
Zomato Very unfair to put people restrictions on Gold usage Pretty sure now the Gold Memberships will fall by hal,1
"So now I cant go drinking aloneAnd I should start finding friends with no Zomato golds, ZomatoIN You cant sn",1
juniorojha Zomato please dont introduce more such amazing terms while our plans are still active zomatogold wtf goldishalved Zo,1
DoctorLFC Fastest food delivery companies in IndiaTied at nd position   Swiggy Zomato Scootsyst  Medical interns deliv,2
Aashish ZomatoIN questionable character shown by changing the tnc after purchase or zomato gold I want my money back Now you,0
Looking for a FridayBrunch in Dubai with a twist Check out the best dressed Brunch at GreatBritishRestaurant,1
tanujindal ZomatoIN Unacceptable behaviour Changing usage tampc of zomato gold after users have bought it Please refund my money bac,0
"Yeah right, first take the money to sell your subscription, then change policies at will What next Zomato gold on",1
"kewlioharsh Suddenly feeling cheated by zomato gold Pathetic strategy , never expected  Zomato ZomatoIN   zomatogold",0
Zomato so you think you can make customers buy a subscription and then change TampCs  so much for ethical business zomatogold,1
DarshanPai Zomato Thats right DarshanPai This is not acceptable and must be protested against Terms of the,0
"priyaidnani ZomatoIN Zomato disappointed with your change in policy You guys should have thought before introducing the policy, cha",0
Looking for a FridayBrunch in Dubai with a twist Check out the best dressed Brunch at GreatBritishRestaurant,1
DarshanPai How can you make radical changes to a policy after extensively marketing and selling it in a completely different manner,2
"ayushjainr Hey Zomato zomatocare  You guys cant just change the policies of your Zomato gold after selling a year membership, you",2
"ZomatoIN ZomatoGold Zomato  this is so uncool, first you charge a bomb for such a membership and suddenly you ju",0
iMademoiselle Zomato boooooo,2
sanwat So Zomato first lured everyone in with Zomato gold and now have changed their policies regarding use mid way Effectively the b,1
"kewlioharsh Suddenly feeling cheated by zomato gold Pathetic strategy , never expected  Zomato ZomatoIN   zomatogold",0
ZomatoIN Zomato just changed a key policy mid year in Gold Membership and now  diners can only use  ID and so o,2
WTF ZomatoIN you cant just change your policies after we have purchased zomatogold Low blow Do it for the new,0
juniorojha Zomato please dont introduce more such amazing terms while our plans are still active zomatogold wtf goldishalved Zo,1
shrinivassg Zomato has made a tweak to its Zomato Gold Result of restaurant pushback,2
shahamit So ZomatoIN has amended terms of use for Zomato Gold Earlier each n every Gold membership holder could avail benefit subj,1
kunwarbir Zomato ZomatoIN ZomatoGold what is this cheap behavior Pivoting your offer plan midway thru the offer period coz you rea,2
tanujindal ZomatoIN Unacceptable behaviour Changing usage tampc of zomato gold after users have bought it Please refund my money bac,0
parthnanavati Zomato Gold just changed their terms to make it more unfavourable for us Nice ZomatoGold Zomato,1
ytengra ZomatoIN Zomato Kindly issue a refund as youll have changed the policy midway and my gold is virtually useless now since my,1
craigpt Zomato doing what they do best Fing with their customers Thank you for changing the policy midway through memberships,1
mirchiandmishti Wtf Zomato Whats this new update to the Gold membership usageZomatoIN,0
Urvashi Seems like single people are too unfortunate to avail zomato gold Grow up ZomatoIN Zomato,0
"Amansheth Zomato Hello, since you have changed your zomato gold policy after me paying for what was a completely different policy S",2
"akshaykawale Dear Zomato ZomatoIN deepigoyal, you introduced fair usage policies for your partners but what about your customers I",1
deepsanghvi Zomato ZomatoIN zomatocare zomato This is not done You can not change conditions with which we have subscribed post,2
tanujindal Zomato ZomatoIN They introduced gold at various pricing at various time and now this tampc change zomatogoldcheater,2
How to lose a customer A tutorial by Zomato by changing terms and conditions on ZomatoGold Seems like,0
"kartattack So, basically ZomatoIN Zomato does not want any singlesstags to enjoy the ZomatoGold benefit So, acc to them, If u r",1
shahamit So ZomatoIN has amended terms of use for Zomato Gold Earlier each n every Gold membership holder could avail benefit subj,1
Alexithymic I totally upset with Zomato gold terms and conditions  I dont agree to them you can change them after we buy them  I,0
"savinggothambrb scammers, or as we know them, Zomato",2
"Zomato ZomatoIN Such a bitchy move to amend your ZomatoGold terms midway, it becomes useless for many of us as m",0
amankothari Zomato ZomatoIN zomatocare do not appreciate this midmembership policy update This essentially means I need just on,0
"kartattack zomatocare seriously Now that u ve got enough ppl on board, u wanna reiterate ur zomatoGold benefits in an adverse w",0
vits Looted money and changed the policy what a smart move ZomatoIN Zomato deepigoyal zomatogold,1
"varunkr ZomatoIN Shouldnt the new policy on zomato gold should apply only to new members, not to the people who already bought sub",2
"Zomato, while I do understand that you are looking out for you restaurant partners, why is it that a user gets f",2
"Chinas Ctrip could make first bet in food biz, invest  mn in Zomato",2
Urvashi Seems like single people are too unfortunate to avail zomato gold Grow up ZomatoIN Zomato,0
tanujindal ZomatoIN Unacceptable behaviour Changing usage tampc of zomato gold after users have bought it Please refund my money bac,0
"sahejAB ZomatoGold ZomatoIN zomatocare While we respect your right to alter the TampC for Zomato Gold, at least honour the validity",1
"zomatocare Only one gold can be unlocked for every two diners Thats not a minor change in policy, thats a DEAL",2
chaitalibajaj Zomato such ridiculous rules Whats the point Cheater Notreallygold allthatglittersisnotgold,0
chaitalibajaj Zomato such ridiculous rules Whats the point Cheater Notreallygold allthatglittersisnotgold,0
DarshanPai How can you make radical changes to a policy after extensively marketing and selling it in a completely different manner,2
tanujindal ZomatoIN Unacceptable behaviour Changing usage tampc of zomato gold after users have bought it Please refund my money bac,0
"priyaidnani ZomatoIN Zomato disappointed with your change in policy You guys should have thought before introducing the policy, cha",0
"ayushjainr Hey Zomato zomatocare  You guys cant just change the policies of your Zomato gold after selling a year membership, you",2
"naitiks So now I cant go drinking aloneAnd I should start finding friends with no Zomato golds, ZomatoIN You cant snap your f",1
"naitiks ZomatoIN Hi Naitik, we understand your disappointment with the Zomato Gold services However, the singl",0
boycottzomato,2
roochmaterial WTF ZomatoIN you cant just change your policies after we have purchased zomatogold Low blow Do it for the new cust,0
"shravi ZomatoIN ZomatoGold Zomato  this is so uncool, first you charge a bomb for such a membership and suddenly you just make",0
kewlioharsh Zomato ZomatoIN Yes this is totally unacceptable Changing terms after buying the product shame,0
"kewlioharsh Suddenly feeling cheated by zomato gold Pathetic strategy , never expected  Zomato ZomatoIN   zomatogold",0
"JashanThapar Zomato ZomatoIN Such a bitchy move to amend your ZomatoGold terms midway, it becomes useless for many of us as many co",0
Swiggy launches sustainable food packaging marketplace,2
ZomatoGold so bitchy of you to change ZomatoGold policy midway and cheat your customers who had Zomato Gold Privilege,0
nehave ZomatoGold Zomato Can they be sued for this,2
parastaneja ZomatoIN Zomato ZomatoGold Shame on you Blindsighting customers who already paid for the service is cheating Im su,0
boycottzomato,2
boycottzomato,2
"kartattack So, basically ZomatoIN Zomato does not want any singlesstags to enjoy the ZomatoGold benefit So, acc to them, If u r",1
"FSSAI has directed eCommerce entities like Swiggy, Zomato, etc to delist nonFSSAI licensed food operators and en",1
FLAT  OFF On Biryani Please check the banner know the eligible Restaurants available  at Zomato App,1
"Waking up to this news on a Monday morning, feeling cheated by ZomatoIN , the only reason initial users like me re",0
Scam,0
"Scam, Zomato, scam",0
"shravi ZomatoIN ZomatoGold Zomato Hi Shravi, we are sorry to hear this We would like to assure you that we",1
Terrible decision by zomato  You cant apply terms and condition to us Please issue a refund or revoke the news,0
Zomato  ZomatoIN You cannot change the terms once you set it on the basis of which we have subscribed and paid D,2
deepsanghvi Zomato ZomatoIN zomatocare zomato This is not done You can not change conditions with which we have subscribed post,2
"ChiragS Waking up to this news on a Monday morning, feeling cheated by ZomatoIN , the only reason initial users like me referred a",0
boycottzomato jagograhakjago consumercourtin,2
Zomato,2
Urvashi Seems like single people are too unfortunate to avail zomato gold Grow up ZomatoIN Zomato,0
"HOME DELIVERY Redefined Forget Swiggy Foodpanda Zomato This pregnant cat used to come daily for food, twic",0
Zomato Thats a BAD BAD move Its nowhere less than cheating,0
"Hey Zomato ZomatoIN, I didnt sign up for this deal Could I please get a refund",1
"kksaiprashanth Hey Zomato ZomatoIN, I didnt sign up for this deal Could I please get a refund",1
"ChiragS Waking up to this news on a Monday morning, feeling cheated by ZomatoIN , the only reason initial users like me referred a",0
Hi food panda I just now ordered a dish from  pancakes it was late and the rider was not responding so now he has,2
"zomatocare ZomatoIN Zomato This is unfair and cheap After getting a year subscription, you cannot change the",0
Abhiraja Zomato so you think you can make customers buy a subscription and then change TampCs  so much for ethical business zomat,1
"kksaiprashanth Hey Zomato ZomatoIN, I didnt sign up for this deal Could I please get a refund",1
Zomato Kindly take ownership and provide refund to people who have been cheated Changing the entire program midway is just unacceptable,0
Zomato is indulging in nontransferable practices and teaming up with restaurants I wrote a review on Zomato abo,2
swiggy server temporarily down There best minds are looking into it SwiggyCares swiggyin,1
"Chinas Ctrip could make first bet in food biz, invest  mn in Zomato",2
RahulGandhi Suno ji Pappu ZomatoIN has changed their policy midway after selling their Zomato Gold Membershi,2
"fssaiindia FSSAI has directed eCommerce entities like Swiggy, Zomato, etc to delist nonFSSAI licensed food operators and ensure com",1
kunwarbir Zomato ZomatoIN ZomatoGold what is this cheap behavior Pivoting your offer plan midway thru the offer period coz you rea,2
ZomatoIN this is how you show your true colours Really not fair Buying those zomato golds were of no use,0
mirchiandmishti Wtf Zomato Whats this new update to the Gold membership usageZomatoIN,0
this fuckin foodpanda guy somehow spilled my fries ALL OVER INSIDE THE BAG WHAT THE FUCK,0
"somanirag Zomato ZomatoGold How can you change your service terms in the middle of the contractIn that case, I want my money back",1
