,text,sentiment
1720,I never search for foodpanda or hostgator but i always get those specific ads The search engine based ads dont ap,Neutral
1721,sidharathajain What else can you expect from chindi zomatogold Zomato Changing the tnc when I have paid for the gold membership,Neutral
1722,"pacificleo Zomato Why would you call it a misuse  I bought it , Im using it Simple",Neutral
1723,kartattack arjunsingh ZomatoIN Zomato You might get more partners on board but you will surely lose zomatogold customers in,Positive
1724,kartattack arjunsingh ZomatoIN Zomato It still does not justify making such radical changes midway when that was the very us,Neutral
1725,"apurvahv In case you are wondering, yes you can take ZomatoIN to court Consumer courts have repeatedly said service providers canno",Positive
1726,kewalramanis ZomatoIN Really disappointed to see you guys change your rules for Zomato Gold First you guys request us to invite our,Negative
1727,arvra ZomatoIN nicely screwing people who bought Zomato Gold Shouldnt have got it in the first place zomatogold,Positive
1728,"apurvahv In case you are wondering, yes you can take ZomatoIN to court Consumer courts have repeatedly said service providers canno",Positive
1729,sonikasonik Yep We referred friends and colleagues precisely due to the older TampCs This is sheer cheating ZomatoIN zomatogold,Positive
1730,Paytm Paytmcare ZomatoIN zomatocare my Paytm wallet was debited for a Zomato payment not authorised by me Sinc,Neutral
1731,NirolaSohil Zomato ZomatoIN zomatocare ZomatoGold This is not what you promised This is not what I paid for zomatogold  no mor,Negative
1732,k Crore Club,Neutral
1733,jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,Positive
1734,"nekzaad ZomatoIN Has anyone started a Change petition against this If not, its time to start one Not gonna ge",Neutral
1735,deepsanghvi Zomato ZomatoIN zomatocare zomato This is not done You can not change conditions with which we have subscribed post,Neutral
1736,i just ok lek lok ride kan my foodpanda rider lol im dumb,Positive
1737,ZomatoIN Zomato What is this after senior executive telling and agreeing to my problem that the food Ive reciev,Negative
1738,"Restaurant is lying and your support staff is backing them up Plz send one guy from restaurant, one from zomato to",Negative
1739,Aawarahun Motorola Hello motoYou tube Zomato,Neutral
1740,yatttt KFC macam tak ada je kat FoodPanda Ayam McD pun tak pe Hahaha,Positive
1741,Check more about crave partyWrites rakshitasareen,Neutral
1742,jhunjhunwala This is just brilliant marketing FoodpandaIndia Swiggy should be worried FoodWar indeed,Positive
1743,KotakMF hosted an investor education awareness program in association with ETNOWlive for the delivery boys of Swi,Neutral
1744,penguica deepigoyal how can you guys just change the Zomato Gold policies like that I always go out in groups of  and all my friend,Positive
1745,"foodpandaIndia From a trusted and loyal app, foodpanda became a nightmare from me when they blocked my account on",Positive
1746,effx Kalau kat johor ada mcd aritu pernah oder mcd dari foodpanda,Neutral
1747,Chinas Ctrip may invest  mn in Zomato  foodtech  VentureCapital,Neutral
1748,penguica deepigoyal ZomatoIN Time to start a petition against them through ChangeCheaters are gonna lose,Negative
1749,"kewlioharsh Suddenly feeling cheated by zomato gold Pathetic strategy , never expected  Zomato ZomatoIN   zomatogold",Negative
1750,"apurvahv In case you are wondering, yes you can take ZomatoIN to court Consumer courts have repeatedly said service providers canno",Positive
1751,"ThisisDB nekzaad ZomatoIN Has anyone started a Change petition against this If not, its time to start one Not gonna get bullied",Positive
1752,roochmaterial WTF ZomatoIN you cant just change your policies after we have purchased zomatogold Low blow Do it for the new cust,Negative
1753,Chinas Ctrip may invest  mn in Zomato  via TechCircleIndia,Neutral
1754,Time to start a petition against Zomato through Change for the drastic unacceptable changes to Zomato Gold Cheat,Negative
1755,ThisisDB Change ZomatoIN zomatocare Zomato deepigoyal penguica nekzaad namshah aditrivedi Lets get it trending,Neutral
1756,"zomatocare ZomatoIN Hi, I want a refund for my Zomato gold membership, I bought it at a separate set of TampCs we",Positive
1757,kewalramanis ZomatoIN Really disappointed to see you guys change your rules for Zomato Gold First you guys request us to invite our,Negative
1758,Time to start a petition against Zomato through Change for the drastic unacceptable changes to Zomato Gold Cheat,Negative
1759,ZomatoIN  you disaapointed,Neutral
1760,jannatul Hg guna foodpanda tu dia hntar smpai mana,Neutral
1761,foodpandaIndia Hey can any one help I still not received my order and its status is showing deliveredIts been,Positive
1762,Prady Change ZomatoIN zomatocare Zomato deepigoyal penguica nekzaad namshah aditrivedi Yup zomatogoldcheater,Neutral
1763,"apurvahv In case you are wondering, yes you can take ZomatoIN to court Consumer courts have repeatedly said service providers canno",Positive
1764,ThisisDB Time to start a petition against Zomato through Change for the drastic unacceptable changes to Zomato Gold Cheaters are g,Negative
1765,ThisisDB Time to start a petition against Zomato through Change for the drastic unacceptable changes to Zomato Gold Cheaters are g,Negative
1766,"ThisisDB nekzaad ZomatoIN Has anyone started a Change petition against this If not, its time to start one Not gonna get bullied",Positive
1767,"kewlioharsh Suddenly feeling cheated by zomato gold Pathetic strategy , never expected  Zomato ZomatoIN   zomatogold",Negative
1768,ThisisDB ZomatoIN Zomato cheaters zomatogoldcheater,Negative
1769,DarshanPai How can you make radical changes to a policy after extensively marketing and selling it in a completely different manner,Neutral
1770,AntiAbhiyan SWIGGYZOMATOQUIKER    ETCFOODSHOME DELIVERY SERVICE PROVIDERSDISCLOSE THE DELIVERY CHARGETARRIFF MODUS OPERAN,Neutral
1771,ZOMATO LINK,Neutral
1772,parthnanavati Zomato Gold just changed their terms to make it more unfavourable for us Nice ZomatoGold Zomato,Positive
1773,"apurvahv In case you are wondering, yes you can take ZomatoIN to court Consumer courts have repeatedly said service providers canno",Positive
1774,foodpandaIndia Hey useless foodpanda The same thing has happened again today and your chat support also is not op,Neutral
1775,zomatocare Can I get  Zomato credits for being a loyal Zomato customer,Positive
1776,nekzaad Image  TampC clearly state that EACH Zomato gold member can order and avail of a  dish So  gold members can get  dishes,Positive
1777,"BhardwajAnanya So basically ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very",Positive
1778,penguica deepigoyal how can you guys just change the Zomato Gold policies like that I always go out in groups of  and all my friend,Positive
1779,ThisisDB Time to start a petition against Zomato through Change for the drastic unacceptable changes to Zomato Gold Cheaters are g,Negative
1780,zomatocare biyanicz Zomato Do you really respond to DM I am still awaiting response on my issue,Neutral
1781,"ayushjainr Hey Zomato zomatocare  You guys cant just change the policies of your Zomato gold after selling a year membership, you",Neutral
1782,zomatocare Can I get  Zomato credits for being a loyal Zomato customer  MondayBlues,Positive
1783,nehave Do you think these changes are right Starting today ZomatoGold users can unlock only  Gold benefit for every  diners As a,Positive
1784,ZomatoIN aajtak Zomato ndtv PMOIndia zomato you are so shameless that you are taking peoples hard earned mone,Negative
1785,Zomato,Neutral
1786,foodpandaTT,Neutral
1787,TechCircleIndia Chinas Ctrip may invest  mn in Zomato  foodtech  VentureCapital,Neutral
1788,ThisisDB Change ZomatoIN zomatocare Zomato deepigoyal penguica nekzaad aditrivedi Its absolutely disgu,Neutral
1789,nehave Do you think these changes are right Starting today ZomatoGold users can unlock only  Gold benefit for every  diners As a,Positive
1790,foodpandaIndia Waiting for an update still Useless idiots Do something foodpanda useless ola olacabs,Negative
1791,"BhardwajAnanya So basically ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very",Positive
1792,ThisisDB Time to start a petition against Zomato through Change for the drastic unacceptable changes to Zomato Gold Cheaters are g,Negative
1793,,Neutral
1794,"apurvahv In case you are wondering, yes you can take ZomatoIN to court Consumer courts have repeatedly said service providers canno",Positive
1795,chandu swiggy zomato uber vadava nayana,Neutral
1796,Sakshij ZomatoIN Zomato Pl put new rule for new members ans not for existing memberselse no one will ever join u MIND IT,Neutral
1797,namshah ThisisDB Change ZomatoIN zomatocare Zomato deepigoyal penguica nekzaad aditrivedi Bro we all got notifications,Neutral
1798,"zomatocare ZomatoIN The order no is  I initially ordered Veg Cutlet Since it was unavailable, I was",Negative
1799,I wish Zomato Gold membership gave  offer on petrol,Positive
1800,"BhardwajAnanya So basically ZomatoIN lured customers into buying their annual gold subscription and once it became popular, they very",Positive
1801,Oh man this would be some offer,Neutral
1802,"swiggyin I have order food in swiggy pop, but the support guy Ajay Jangir have cancelled my order after waiting f",Positive
1803,"apurvahv In case you are wondering, yes you can take ZomatoIN to court Consumer courts have repeatedly said service providers canno",Positive
1804,I go to restaurants alone What should I do with this Gold membership now Will ZomatoIN Zomato be refunding my m,Negative
1805,HereComeShahrul dayangatul Macam foodpanda,Neutral
1806,What else can you expect from chindi zomatogold Zomato  ZomatoIN zomatocareChanging the tnc when I have paid,Neutral
1807,NaaCheese I wish Zomato Gold membership gave  offer on petrol,Positive
1808,Jamuntini Not really Zomato udhar bhi bekaar idhar bhi bekaar,Neutral
1809,I go to restaurants alone What should I do with this Gold membership now Will ZomatoIN Zomato be refunding my mo,Negative
1810,deepsanghvi Zomato ZomatoIN zomatocare zomato This is not done You can not change conditions with which we have subscribed post,Neutral
1811,Aashish ZomatoIN questionable character shown by changing the tnc after purchase or zomato gold I want my money back Now you,Negative
1812,"kewlioharsh Suddenly feeling cheated by zomato gold Pathetic strategy , never expected  Zomato ZomatoIN   zomatogold",Negative
